step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
415.0,33,568.0,12.909090909090908,1.8223878169344738,33,1058.0,0.02252091978118007,33,1058.0
420.0,24,417.0,10.170731707317072,2.9621824282771905,24,918.0,0.08410928130942068,24,918.0
425.0,16,302.0,7.365853658536586,5.209866147697061,16,709.0,0.1711252696002257,16,709.0
430.0,9,136.0,3.5789473684210527,5.327433803586551,9,735.0,0.24896628767983559,9,735.0
435.0,8,35.0,1.0,5.226023963138463,8,772.0,0.24600696034712155,8,772.0
440.0,15,96.0,2.823529411764706,3.1558807113429808,15,833.0,0.15406015738781076,15,833.0
445.0,16,99.0,2.75,2.0383619376976196,16,809.0,0.10938111430602476,16,809.0
450.0,14,72.0,1.894736842105263,3.3200471275287833,14,675.0,0.13426591521462086,14,675.0
455.0,11,55.0,1.375,5.372750315126401,11,496.0,0.1760317282044807,11,496.0
460.0,7,24.0,0.631578947368421,5.4650153753657325,7,527.0,0.27128901797515664,7,527.0
465.0,8,29.0,0.8529411764705882,4.994869848216597,8,557.0,0.28425302205626773,8,557.0
470.0,15,86.0,2.4571428571428573,3.2281361103476165,15,614.0,0.1729142160304364,15,614.0
475.0,20,176.0,4.631578947368421,2.269962164061709,20,704.0,0.09403860534050276,20,704.0
480.0,22,184.0,4.487804878048781,2.2681942473025325,22,709.0,0.09111950158330764,22,709.0
485.0,17,131.0,3.1951219512195124,3.3761526738364878,17,606.0,0.14073885197052766,17,606.0
490.0,15,109.0,2.5952380952380953,5.873052992049413,15,403.0,0.2280630407503774,15,403.0
495.0,6,53.0,1.358974358974359,7.018715124814043,6,295.0,0.318802650078787,6,295.0
500.0,0,0.0,0.0,7.531633172901036,0,275.0,0.41908018146207654,0,275.0
505.0,6,19.0,0.5757575757575758,6.497865265863745,6,291.0,0.3629695871681182,6,291.0
510.0,12,66.0,1.8333333333333333,4.820734278282792,12,338.0,0.25606032964761244,12,338.0
515.0,13,66.0,1.8857142857142857,3.1696754147289967,13,342.0,0.16453894592312826,13,342.0
520.0,11,34.0,0.8717948717948718,3.4655232290955347,11,280.0,0.12338665661187123,11,280.0
525.0,11,45.0,1.0714285714285714,5.209079940645948,11,198.0,0.1947648367056264,11,198.0
530.0,8,37.0,0.925,6.904255913385603,8,155.0,0.3257590417513117,8,155.0
535.0,1,2.0,0.05714285714285714,6.8816787883982755,1,128.0,0.37743054412917787,1,128.0
540.0,7,23.0,0.6764705882352942,6.197027332971257,7,149.0,0.30550113000772616,7,149.0
545.0,12,72.0,2.1176470588235294,4.412497447175672,12,199.0,0.2319287331534691,12,199.0
550.0,19,152.0,4.470588235294118,2.6792961302540506,19,279.0,0.19519703222090126,19,279.0
555.0,26,265.0,6.794871794871795,1.8365867467068226,26,394.0,0.09341214886064571,26,394.0
560.0,33,410.0,9.318181818181818,1.8081661412388996,33,539.0,0.05339159187308094,33,539.0
565.0,38,587.0,12.76086956521739,2.1940685467928986,38,718.0,0.11055260397809596,38,718.0
570.0,33,576.0,13.395348837209303,1.5262659179272744,33,800.0,0.10145762466173497,33,800.0
575.0,25,428.0,9.727272727272727,2.886930374669136,25,790.0,0.1096187897207983,25,790.0
580.0,19,324.0,7.363636363636363,4.797295177075955,19,689.0,0.14429240302680219,19,689.0
585.0,7,118.0,2.744186046511628,5.407383054142313,7,726.0,0.2791587032909115,7,726.0
590.0,8,30.0,0.75,6.096441774625731,8,736.0,0.2932370041184781,8,736.0
595.0,14,88.0,2.0952380952380953,4.8568503643507395,14,795.0,0.22289765921072482,14,795.0
600.0,14,89.0,2.1707317073170733,3.8522782656146877,14,778.0,0.1771440856644508,14,778.0
605.0,13,48.0,1.1162790697674418,4.0121181412574565,13,664.0,0.1724449263178959,13,664.0
610.0,12,50.0,1.1363636363636365,5.100397780102546,12,495.0,0.1759275627846083,12,495.0
615.0,7,21.0,0.525,4.839278953425362,7,525.0,0.22572495727181147,7,525.0
620.0,7,29.0,0.7631578947368421,5.6893458098771434,7,544.0,0.25501806327111093,7,544.0
625.0,14,88.0,2.3783783783783785,4.132777735367196,14,603.0,0.18046226217770828,14,603.0
630.0,15,93.0,2.3846153846153846,2.5606950817279754,15,584.0,0.1337906150287028,15,584.0
635.0,13,64.0,1.641025641025641,3.2734354750237817,13,474.0,0.12627898134732918,13,474.0
640.0,12,55.0,1.25,5.551272561182873,12,287.0,0.2045039947572382,12,287.0
645.0,7,48.0,1.170731707317073,6.993699118335935,7,210.0,0.34185594367128147,7,210.0
650.0,0,0.0,0.0,7.324408303016812,0,174.0,0.4385217619830675,0,174.0
655.0,6,16.0,0.41025641025641024,7.038573097373906,6,182.0,0.39765743050092117,6,182.0
660.0,12,62.0,1.631578947368421,5.208416556638067,12,229.0,0.24210082564721164,12,229.0
665.0,18,142.0,3.380952380952381,3.9898658069932673,18,309.0,0.18119223114398808,18,309.0
670.0,25,251.0,6.121951219512195,2.346991711788641,25,419.0,0.13028391340873688,25,419.0
675.0,31,392.0,8.909090909090908,2.173917947154715,31,561.0,0.07682523445739962,31,561.0
680.0,37,565.0,12.555555555555555,2.027903473733157,37,736.0,0.07079919416659651,37,736.0
685.0,33,560.0,12.727272727272727,1.8765220980974775,33,825.0,0.08585589661651893,33,825.0
690.0,23,413.0,9.604651162790697,3.1077217176006537,23,790.0,0.12903201467906208,23,790.0
695.0,17,307.0,7.1395348837209305,4.937745390478448,17,668.0,0.1500851933752727,17,668.0
700.0,9,149.0,3.6341463414634148,6.583522391952343,9,568.0,0.2741559212067721,9,568.0
705.0,1,1.0,0.027777777777777776,7.177037281653845,1,526.0,0.37729212644454974,1,526.0
710.0,6,21.0,0.5833333333333334,6.465771298410729,6,522.0,0.2791633951265997,6,522.0
715.0,10,63.0,1.8,4.328723901448217,10,564.0,0.20345840826423692,10,564.0
720.0,19,140.0,3.6842105263157894,3.00196240067454,19,641.0,0.15648320046628425,19,641.0
725.0,24,248.0,6.358974358974359,1.7652366691944035,24,751.0,0.10828065159433607,24,751.0
730.0,32,391.0,9.536585365853659,1.255635806446631,32,894.0,0.05240073385329055,32,894.0
735.0,32,398.0,9.045454545454545,1.9311356593739044,32,942.0,0.08976201774274892,32,942.0
740.0,23,307.0,7.1395348837209305,3.2578544528264732,23,869.0,0.12087507808632843,23,869.0
745.0,17,236.0,5.488372093023256,4.7324428457025265,17,677.0,0.1404301105443825,17,677.0
750.0,9,120.0,3.076923076923077,6.217801503254911,9,553.0,0.2685284830186251,9,553.0
755.0,2,4.0,0.10526315789473684,7.175280978760239,2,502.0,0.3923142537713665,2,502.0
760.0,7,30.0,0.8333333333333334,6.183123288244349,7,514.0,0.28193538089353914,7,514.0
765.0,12,83.0,2.2432432432432434,4.632563089855546,12,568.0,0.26715471409758845,12,568.0
770.0,13,77.0,1.9743589743589745,3.115943393958265,13,525.0,0.16405304844578683,13,525.0
775.0,13,55.0,1.3414634146341464,4.176648911398023,13,396.0,0.1835482236103405,13,396.0
780.0,11,40.0,0.9302325581395349,5.235930213505472,11,305.0,0.18075898109855162,11,305.0
785.0,8,25.0,0.6410256410256411,5.076177250700715,8,336.0,0.24429189469861087,8,336.0
790.0,6,28.0,0.7777777777777778,5.18994875312356,6,361.0,0.265766669721487,6,361.0
795.0,14,82.0,2.1025641025641026,4.388482494113457,14,415.0,0.23992179828729493,14,415.0
800.0,19,165.0,3.8372093023255816,3.4720711515036218,19,499.0,0.1695867870038843,19,499.0
805.0,25,278.0,6.619047619047619,2.067822888195554,25,614.0,0.07049927145192593,25,614.0
810.0,34,429.0,9.976744186046512,1.4561361535834658,34,765.0,0.049426459146768645,34,765.0
815.0,32,436.0,10.13953488372093,1.7214617691041727,32,825.0,0.04138531280277108,32,825.0
820.0,23,331.0,7.880952380952381,3.273174500125621,23,744.0,0.10058095894525576,23,744.0
825.0,16,251.0,5.837209302325581,5.692013645701266,16,597.0,0.21950771441408964,16,597.0
830.0,7,100.0,2.5641025641025643,6.81075715642162,7,529.0,0.3347741494993929,7,529.0
835.0,1,1.0,0.02857142857142857,7.377774759471228,1,458.0,0.4375835294103243,1,458.0
840.0,7,23.0,0.6216216216216216,6.31120493870234,7,476.0,0.3098613854645264,7,476.0
845.0,13,76.0,2.111111111111111,4.3787336862991335,13,529.0,0.1635416606904074,13,529.0
850.0,13,76.0,2.1714285714285713,2.8734896538977597,13,522.0,0.11736444905621518,13,522.0
855.0,12,43.0,1.1025641025641026,3.912523931480981,12,395.0,0.1518390944532391,12,395.0
860.0,10,38.0,0.9047619047619048,5.864750989146485,10,285.0,0.2330216058135166,10,285.0
865.0,7,30.0,0.7692307692307693,7.210513309837838,7,154.0,0.3135229153350473,7,154.0
870.0,2,2.0,0.058823529411764705,7.090335359310226,2,143.0,0.3495604719453677,2,143.0
875.0,6,25.0,0.7352941176470589,6.594150617180268,6,167.0,0.3329885112272771,6,167.0
880.0,13,78.0,2.3636363636363638,3.826008141777656,13,220.0,0.2002281403132484,13,220.0
885.0,15,82.0,2.342857142857143,2.126682531898831,15,218.0,0.136235241226579,15,218.0
890.0,13,58.0,1.5263157894736843,3.156902683774401,13,214.0,0.11034264710229488,13,214.0
895.0,12,52.0,1.2380952380952381,5.531311668328339,12,182.0,0.20335929145892173,12,182.0
900.0,6,39.0,0.975,7.694950511952973,6,163.0,0.37700213323479925,6,163.0
905.0,1,1.0,0.029411764705882353,7.667818946212414,1,129.0,0.4283277489420964,1,129.0
910.0,7,23.0,0.6571428571428571,6.350260959445295,7,152.0,0.3168399508637849,7,152.0
915.0,13,72.0,1.945945945945946,4.419795550108903,13,201.0,0.23657007263624633,13,201.0
920.0,19,151.0,3.871794871794872,2.525729824358603,19,281.0,0.12459966035462577,19,281.0
925.0,27,269.0,6.725,1.4823297407217115,27,399.0,0.044761776691418426,27,399.0
930.0,34,422.0,9.590909090909092,1.7706014809481088,34,552.0,0.0725106619608762,34,552.0
935.0,38,606.0,14.093023255813954,1.5216797134600775,38,736.0,0.09216574058991786,38,736.0
940.0,38,796.0,18.511627906976745,1.4882849436751755,38,926.0,0.0479772913851985,38,926.0
945.0,32,754.0,17.136363636363637,2.150465072828289,32,1008.0,0.08875241737589118,32,1008.0
950.0,23,551.0,12.813953488372093,3.3120762819176877,23,963.0,0.12773076816726675,23,963.0
955.0,16,362.0,8.227272727272727,5.690304955456884,16,813.0,0.23303130115661957,16,813.0
960.0,7,142.0,3.302325581395349,7.24271036563343,7,645.0,0.3700950557715665,7,645.0
965.0,2,3.0,0.07692307692307693,7.290390237371418,2,636.0,0.41557201790153997,2,636.0
970.0,8,28.0,0.717948717948718,6.569602739399393,8,649.0,0.35226182499483377,8,649.0
975.0,13,82.0,2.05,5.267620908635013,13,703.0,0.22429216180100528,13,703.0
980.0,13,83.0,2.1842105263157894,3.4067153010619022,13,679.0,0.18745608337175174,13,679.0
985.0,10,46.0,1.15,3.1746165320279114,10,565.0,0.10195536493888026,10,565.0
990.0,8,33.0,0.8048780487804879,4.731879719161472,8,408.0,0.14839443322226317,8,408.0
995.0,6,13.0,0.34210526315789475,5.071149574541135,6,388.0,0.2086280909598745,6,388.0
1000.0,9,31.0,0.8857142857142857,5.028445887386094,9,412.0,0.2518896943806638,9,412.0
